packet_id,timestamp,length,direction,gap_before,gap_after,burst_id,rel_time,viz_bytes,cumulative_sum
626,42.843194007873535,172,1,0.005304574966430664,0.008534193038947535,6,1.4371881484985352,172.0,30842.0
627,42.85172820091248,60,-1,0.008534193038947535,0.014256477355949926,6,1.4457223415374827,-60.0,30782.0
628,42.86598467826843,60,-1,0.014256477355949926,0.011448860168457031,6,1.4599788188934326,-60.0,30722.0
629,42.87743353843689,172,1,0.011448860168457031,0.0033237934112619882,6,1.4714276790618896,172.0,30894.0
630,42.88075733184815,60,-1,0.0033237934112619882,0.010548830032341527,6,1.4747514724731516,-60.0,30834.0
631,42.89130616188049,172,1,0.010548830032341527,0.023334503173828125,6,1.4853003025054932,172.0,31006.0
632,42.91464066505432,60,-1,0.023334503173828125,0.0015854835510253906,6,1.5086348056793213,-60.0,30946.0
633,42.91622614860535,172,1,0.0015854835510253906,0.01044607162475586,6,1.5102202892303467,172.0,31118.0
634,42.9266722202301,172,1,0.01044607162475586,0.0034563541412353516,6,1.5206663608551025,172.0,31290.0
635,42.93012857437134,60,-1,0.0034563541412353516,0.023847579956054688,6,1.524122714996338,-60.0,31230.0
636,42.95397615432739,172,1,0.023847579956054688,0.000118255615234375,6,1.5479702949523926,172.0,31402.0
637,42.95409440994263,60,-1,0.000118255615234375,0.010466814041137695,6,1.548088550567627,-60.0,31342.0
638,42.964561223983765,60,-1,0.010466814041137695,0.010674476623535156,6,1.5585553646087646,-60.0,31282.0
639,42.9752357006073,172,1,0.010674476623535156,0.013687849044799805,6,1.5692298412322998,172.0,31454.0
640,42.9889235496521,172,1,0.013687849044799805,0.0033550262451171875,6,1.5829176902770996,172.0,31626.0
641,42.99227857589722,60,-1,0.0033550262451171875,0.01054239273071289,6,1.5862727165222168,-60.0,31566.0
642,43.00282096862793,172,1,0.01054239273071289,0.010416030883789062,6,1.5968151092529297,172.0,31738.0
643,43.01323699951172,60,-1,0.010416030883789062,0.01361703872680664,6,1.6072311401367188,-60.0,31678.0
644,43.026854038238525,60,-1,0.01361703872680664,0.015132665634155273,6,1.6208481788635254,-60.0,31618.0
645,43.04198670387268,60,-1,0.015132665634155273,0.010452032089240504,6,1.6359808444976807,-60.0,31558.0
646,43.05243873596192,172,1,0.010452032089240504,0.004579544067375707,6,1.6464328765869212,172.0,31730.0
647,43.0570182800293,172,1,0.004579544067375707,0.009110450744628906,6,1.6510124206542969,172.0,31902.0
648,43.066128730773926,172,1,0.009110450744628906,0.021546363830566406,6,1.6601228713989258,172.0,32074.0
649,43.08767509460449,172,1,0.021546363830566406,0.002410411834716797,6,1.6816692352294922,172.0,32246.0
650,43.09008550643921,60,-1,0.002410411834716797,0.005086421966552734,6,1.684079647064209,-60.0,32186.0
651,43.09517192840576,60,-1,0.005086421966552734,0.008276224136352539,6,1.6891660690307617,-60.0,32126.0
652,43.103448152542114,60,-1,0.008276224136352539,0.011187314987182617,6,1.6974422931671143,-60.0,32066.0
653,43.1146354675293,172,1,0.011187314987182617,0.010683774948120117,6,1.7086296081542969,172.0,32238.0
654,43.12531924247742,60,-1,0.010683774948120117,0.010811328887946559,6,1.719313383102417,-60.0,32178.0
655,43.13613057136536,172,1,0.010811328887946559,0.01438236236571555,6,1.7301247119903636,172.0,32350.0
656,43.15051293373108,172,1,0.01438236236571555,0.0028412342071533203,6,1.744507074356079,172.0,32522.0
657,43.15335416793823,60,-1,0.0028412342071533203,0.010654449462890625,6,1.7473483085632324,-60.0,32462.0
658,43.16400861740112,172,1,0.010654449462890625,0.010265350341796875,6,1.758002758026123,172.0,32634.0
659,43.17427396774292,60,-1,0.010265350341796875,0.01422119140625,6,1.76826810836792,-60.0,32574.0
