index,timestamp,length,direction,overhead,status,burst_id
643,13.023967,600,1.0,600.0,dummy,1
644,13.043967,600,1.0,600.0,dummy,1
645,13.063967,600,-1.0,600.0,dummy,1
646,13.083967,600,-1.0,600.0,dummy,1
647,13.103967,600,1.0,600.0,dummy,1
648,13.123967,600,1.0,600.0,dummy,1
649,13.143967,600,-1.0,600.0,dummy,1
650,13.163967,600,1.0,600.0,dummy,1
651,13.183967,600,-1.0,600.0,dummy,1
652,13.203967,600,1.0,600.0,dummy,1
653,13.223967,600,-1.0,600.0,dummy,1
654,13.243967,600,-1.0,600.0,dummy,1
655,13.263967,600,1.0,600.0,dummy,1
656,13.283967,600,1.0,600.0,dummy,1
657,13.303967,600,-1.0,600.0,dummy,1
658,13.323967,600,1.0,600.0,dummy,1
659,13.343967,600,1.0,600.0,dummy,1
660,13.363967,600,-1.0,600.0,dummy,1
661,13.383967,600,1.0,600.0,dummy,1
662,13.403967,600,-1.0,600.0,dummy,1
663,13.423967,600,1.0,600.0,dummy,1
664,13.443967,600,-1.0,600.0,dummy,1
665,13.463967,600,1.0,600.0,dummy,1
666,13.483967,600,1.0,600.0,dummy,1
667,13.503967,600,-1.0,600.0,dummy,1
668,13.523967,600,-1.0,600.0,dummy,1
669,13.543967,600,-1.0,600.0,dummy,1
670,13.563967,600,1.0,600.0,dummy,1
671,13.583967,600,-1.0,600.0,dummy,1
672,13.603967,600,1.0,600.0,dummy,1
673,13.623967,600,1.0,600.0,dummy,1
674,13.643967,600,-1.0,600.0,dummy,1
675,13.663967,600,1.0,600.0,dummy,1
676,13.683967,600,1.0,600.0,dummy,1
677,13.703967,600,-1.0,600.0,dummy,1
678,13.723967,600,-1.0,600.0,dummy,1
679,13.743967,600,1.0,600.0,dummy,1
680,13.763967,600,1.0,600.0,dummy,1
681,13.783967,600,1.0,600.0,dummy,1
682,13.803967,600,1.0,600.0,dummy,1
683,13.823967,600,1.0,600.0,dummy,1
684,13.843967,600,-1.0,600.0,dummy,1
685,13.863967,600,1.0,600.0,dummy,1
686,13.883967,600,-1.0,600.0,dummy,1
687,13.903967,600,-1.0,600.0,dummy,1
688,13.923967,600,-1.0,600.0,dummy,1
689,13.943967,600,-1.0,600.0,dummy,1
690,13.963967,600,-1.0,600.0,dummy,1
691,13.983967,600,1.0,600.0,dummy,1
692,14.003967,600,1.0,600.0,dummy,1
693,14.023967,600,-1.0,600.0,dummy,1
694,14.043967,600,-1.0,600.0,dummy,1
695,14.063967,600,-1.0,600.0,dummy,1
696,14.083967,600,-1.0,600.0,dummy,1
697,14.103967,600,1.0,600.0,dummy,1
698,14.123967,600,1.0,600.0,dummy,1
699,14.143967,600,-1.0,600.0,dummy,1
